,index,adventure,software training,photo editing,indie,education,action,animation &amp; modeling,early access,free to play,audio production,massively multiplayer,design &amp; illustration,utilities,sports,racing,rpg,accounting,simulation,casual,strategy,video production,game
8506,96817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a crashlands story: dev diary
8507,96818,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,elderine: dreams to destiny
8508,96819,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,super toaster x: learn japanese rpg
8509,96820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rotation phonology: break
8510,96821,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,elderine: dreams to destiny soundtrack
8511,96822,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,fruit arranger
8512,96823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,parkan: the imperial chronicles
8513,96824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,fourchords guitar karaoke - lady antebellum
8514,96825,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - humanoid monsters (token pack)
8515,96826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uss indianapolis: men of courage
8516,96827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - d&d lair assault: forge of the dawn titan
8517,96828,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,pigmentum
8518,96829,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,my pet rock
8519,96830,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,swordlord
8520,96831,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,spiritsphere
8521,96832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,siege and destroy
8522,96833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,alpacapaca dash
8523,96834,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,riders of asgard
8524,96835,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,resident evil 7 biohazard / biohazard 7 resident evil
8525,96836,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,resident evil 7 biohazard - original soundtrack
8526,96837,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,raygun commando - thank you pack
8527,96838,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,cyberlink colordirector 5 ultra
8528,96839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,fetch™
8529,96840,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,pure hold'em - lucha libre card deck
8530,96841,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,crypt of the necrodancer: amplified ost - familyjules and a_rival
8531,96842,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,cyberlink audiodirector 7 ultra
8532,96843,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,tiles & tales
8533,96844,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,crypt of the necrodancer: amplified ost - virt and girlfriend records
8534,96845,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,crypt of the necrodancer: amplified ost - oc remix
8535,96846,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,crypt of the necrodancer: amplified ost - danny baranowsky
8536,96847,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,crypt of the necrodancer: amplified
8537,96848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,deus ex: breach™
8538,96849,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,watch_dogs® 2 - t-bone pack
8539,96850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – onerepublic - “counting stars”
8540,96851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – variety song pack vii
8541,96852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deus ex: mankind divided™ - vr experience
8542,96853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – the calling - “wherever you will go”
8543,96854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – modern english - “i melt with you”
8544,96855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – rage against the machine - “take the power back”
8545,96856,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,minibotz
8546,96857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,corona blossom soundtrack
8547,96858,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,perfect angle: the puzzle game based on optical illusions
8548,96859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,child of ault
8549,96860,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,felix jumpman
8550,96861,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wojdan - وجدان
8551,96862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,out of the box
8552,96863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vector 36
8553,96864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tricky towers - galaxy bricks
8554,96865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,bus simulator 16 - mercedes-benz citaro pack
8555,96866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super pixel smash
8556,96867,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,memoranda
8557,96868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,love chronicles: the spell collector's edition
8558,96869,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,dungetris
8559,96870,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high noon revolver
8560,96871,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,pure chess - sci-fi game pack
8561,96872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,deadly dozen
8562,96873,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,guild quest
8563,96874,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,formulanext
8564,96875,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,cavern escape - soundtrack.
8565,96876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,tales of berseria™ - adventure items super pack
8566,96877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,tales of berseria™ - adventure item pack 1
8567,96878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"tales of berseria™ - japanese, fairy, and menagerie costumes set"
8568,96879,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,oneshot ost
8569,96880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,seinarukana -the spirit of eternity sword 2-
8570,96881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,seinarukana soundtrack
8571,96882,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,thehunter - deer hunter
8572,96883,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,thehunter - stealth hunter
8573,96884,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,thehunter - duck hunter
8574,96885,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,frederic resurrection of music director's cut: soundtrack
8575,96886,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,my super tower 2
8576,96887,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,unhappy ever after -android apk
8577,96888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ts marketplace: br porthole coach pack 01 add-on
8578,96889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ts marketplace: br porthole coach pack 02 add-on
8579,96890,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,echo lake
8580,96891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lazer team
8581,96892,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,warcube
8582,96893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,a-10c: basic flight training campaign
8583,96894,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aliens go home run
8584,96895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - one night at the red vampire (5e)
8585,96896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - darkwoulfe's: prisoner of the drow supplement (token pack)
8586,96897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - gauntlet of spiragos (5e)
8587,96898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labyrinths of the world: shattered soul collector's edition
8588,96899,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,twelvesky 2 classic
8589,96900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - interface zero: jericho rose (savage worlds)
8590,96901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - b03: it all falls down (pfrpg)
8591,96902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,true or false 2
8592,96903,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,project: r.e.b.o.o.t 2
8593,96904,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,convicted galaxy
8594,96905,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,hero game soundtrack
8595,96906,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eldritch hunter
8596,96907,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,gunman taco truck
8597,96908,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stonebond: the gargoyle's domain
8598,96909,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ubermosh:wraith
8599,96910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magic lantern
8600,96911,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,tears revolude
8601,96912,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wells
8602,96913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-2-swift
8603,96914,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,thehunter: extra equipment
8604,96915,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,slash it 2 - electronic music pack
8605,96916,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,crimson trigger
8606,96917,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wells - soundtrack
8607,96918,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,koi musubi
8608,96919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ts marketplace: hbins 292 wagon pack add-on
8609,96920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ts marketplace: tamns 893 wagon pack add-on
8610,96921,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,geo
8611,96922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,tales of berseria™ - attachment set
8612,96923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – evanescence - “going under”
8613,96924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – evanescence - “my immortal”
8614,96925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – evanescence - “everybody’s fool”
8615,96926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – evanescence song pack
8616,96927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hitman™: blood money requiem pack
8617,96928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,resume maker® for mac
8618,96929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,warlock's tower
8619,96930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,nyheim
8620,96931,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"chapter two: time, dreams and underwater travel"
8621,96932,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,obcidian legacy
8622,96933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tyler perry's boo! a madea halloween
8623,96934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train simulator: csx c30-7 loco add-on
8624,96935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snow games vr
8625,96936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - demons and devils (token pack)
8626,96937,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,squake
8627,96938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - giants (token pack)
8628,96939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - hell on earth reloaded figure flats - starter (token pack)
8629,96940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - hellfrost gazetteer (savage worlds)
8630,96941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - a6 of banishment & blight (castles and crusades)
8631,96942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - daring tales of the space lanes #2 - bad debts (savage worlds)
8632,96943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vrchat
8633,96944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - necropolis 2350 player guide (savage worlds)
8634,96945,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,fergus the fly
8635,96946,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,donation - level 3
8636,96947,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,donation - level 2
8637,96948,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,donation - level 1
8638,96949,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,donation - max level
8639,96950,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,donation - level 4
8640,96951,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in the darkness of the sea
8641,96952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,causality
8642,96953,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naruto storm 4 : road to boruto expansion
8643,96954,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,satellite repairman
8644,96955,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,akeytsu indie
8645,96956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nancy drew®: sea of darkness
8646,96957,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dark project
8647,96958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hollywood hills mansion
8648,96959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,liquivid video fisheye removal
8649,96960,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hero
8650,96961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,mars simulator - red planet
8651,96962,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rosenkreuzstilette
8652,96963,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,pixel puzzles ultimate - puzzle pack: pin-ups
8653,96964,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,pixel puzzles ultimate - puzzle pack: australia
8654,96965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,keen
8655,96966,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,abzu - official soundtrack
8656,96967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,a house of many doors
8657,96968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,we were here
8658,96969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,dead reckoning: silvermoon isle collector's edition
8659,96970,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,a house of many doors: soundtrack
8660,96971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,goalie challenge vr
8661,96972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spacejourney vr
8662,96973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,mobius final fantasy™
8663,96974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tribocalypse vr
8664,96975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,冒险村传说（tales of legends）
8665,96976,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tale of fallen dragons
8666,96977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,the astonishing game
8667,96978,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kronos soundtrack
8668,96979,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,gunfleet
8669,96980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vremin (a virtual theremin)
8670,96981,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,once on a windswept night - ost
8671,96982,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,risk of rain soundtrack
8672,96983,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,off-road paradise: trial 4x4
8673,96984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,atelier sophie: the alchemist of the mysterious book
8674,96985,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,epic character generator - season #2: female modern #2
8675,96986,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,epic character generator - season #2: bestiary
8676,96987,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,tales of berseria™ - adventure item pack 3
8677,96988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – kenny loggins - “footloose”
8678,96989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,tales of berseria™ - high school costumes set
8679,96990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,tales of berseria™ - idolm@ster costumes set
8680,96991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – twisted sister - “i wanna rock”
8681,96992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,manchester by the sea
8682,96993,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,castle werewolf 3d
8683,96994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the 9th life of louis drax
8684,96995,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jump like a pirate
8685,96996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train simulator: clear creek log & lumber expansion pack add-on
8686,96997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i am road comic
8687,96998,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,fantasy fairways
8688,96999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,minibotz - soundtrack
8689,97000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,civil war: battle of petersburg
8690,97001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,knot
8691,97002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rest house
8692,97003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dimensional rift
8693,97004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blue effect vr
8694,97005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,wizard king
8695,97006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,peak angle: drift online - japan cars pack
8696,97007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pyro vr
8697,97008,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,peak angle: drift online - russian cars pack
8698,97009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,take on mars
8699,97010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,fsx steam edition: toposim canada add-on
8700,97011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vision therapy vr
8701,97012,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,box maze - unlock all levels
8702,97013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,american truck simulator - valentine's paint jobs pack
8703,97014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,euro truck simulator 2 - valentine's paint jobs pack
8704,97015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,wacky spores: the chase
8705,97016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ts marketplace: vga/vka wagon pack add-on
8706,97017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thunderbird: the legend begins
8707,97018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ts marketplace: seacow wagon pack add-on
8708,97019,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,totemori
8709,97020,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zap zone
8710,97021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,the thing with mistletoes
8711,97022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,fsx steam edition: toposim mexico add-on
8712,97023,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,my super tower 1
8713,97024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,surface: reel life collector's edition
8714,97025,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,earthlock origins comic book
8715,97026,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,trump simulator 2017
8716,97027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defuser vr
8717,97028,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,uncompromising trash
8718,97029,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,inner silence
8719,97030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,symmetry alpha
8720,97031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kung fu ping pong
8721,97032,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,magix photostory 2017 deluxe steam edition
8722,97033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hindenburg vr
8723,97034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entervr
8724,97035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rock god tycoon
8725,97036,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,001 game creator - mmorpg kit
8726,97037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the 9th day - original soundtrack
8727,97038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,winds of trade
8728,97039,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fumiko!
8729,97040,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,hmm starter pack
8730,97041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,for honor™ season pass
8731,97042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,for honor™
8732,97043,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,rpg maker mv - japanese character generator expansion 2
8733,97044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,rpg maker mv - japanese character generator expansion 1
